"label","target","source"
"Szympansy z azylu Fauna","Andrew Westoll","„The New York Journal of Books”"
"Ścigając krzyk","Johann Hari","Jakub Żulczyk"
"Ścigając krzyk","Johann Hari","„Publishers Weekly”"
"Ścigając krzyk","Johann Hari","Naomi Klein"
"Ścigając krzyk","Johann Hari","Noam Chomsky"
"Ścigając krzyk","Johann Hari","Elton John"
"Ścigając krzyk","Johann Hari","„Kirkus Reviews”"
"Śladami Steinbecka","Geert Mak","Magdalena Rittenhouse"
"Śladów pobicia brak","Rachel Louise Snyder","Angelina Jolie"
"Śladów pobicia brak","Rachel Louise Snyder","Parul Sehgal, „The New York Times”"
"Śladów pobicia brak","Rachel Louise Snyder","Masha Gessen"
"Śladów pobicia brak","Rachel Louise Snyder","„The Washington Post”"
"Śladów pobicia brak","Rachel Louise Snyder","Ted Conover"
"Śladów pobicia brak","Rachel Louise Snyder","„Los Angeles Times”"
"Śląsk zbuntowany","Dariusz Zalega","Zbigniew Kadłubek"
"Śmierć gazet i przyszłość informacji","Bernard Poulet","Edwin Bendyk"
"Śmierć na Diamentowej Górze","Scott Carney","Maciej “Magura” Góralski, kustosz Muzeum Azji i Pacyfiku"
"Śmierć na Diamentowej Górze","Scott Carney","Matteo Pistono"
"Śmierć na Diamentowej Górze","Scott Carney","Andrew Armitage, „The Sun Times”"
"Śmierć na Diamentowej Górze","Scott Carney","Trevor Aaronson"
"Śmierć na Diamentowej Górze","Scott Carney","Stephen Batchelor"
"Śmierć na Diamentowej Górze","Scott Carney","Brendan I. Koerner"
"Śmierć nie ulega przedawnieniu","Friedrich Ani","Thomas Wörtche"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Władysław Zawistowski"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Krzysztof Wolicki"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Jerzy Pilch"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Wojciech Majcherek"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Jacek Wakar"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Janusz R. Kowalczyk"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Janusz Majcherek"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Marcin Cieński"
"Śmierć proroka i inne historie o końcu świata","Tadeusz Słobodzianek","Mariusz Czaja"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Zośka Papużanka"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Nathalie Meng, „Nordwest-Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Shirin Sojitrawalla, „Wiener Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Peter Pisa, „Kurier”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Gabi Eisenack, „Nürnberger Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Guido Kalberer, „Basler Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Kirstin Breitenfellner, „Falter”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Sabine Rohlf, „Berliner Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Bernd Melichar, „Kleine Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Günter Keil, „Landshuter Zeitung”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","„Wiesbadener Kurier”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Michael Schardt, „Kölnische Rundschau”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","„Westdeutsche Allgemeine”"
"Śmierć przychodzi nawet latem","Zsuzsa Bánk","Laura Freisberg, „Diwan. Das Büchermagazin”"
"Śmierć w bunkrze","Martin Pollack","Claudio Magris"
"Śmierć w bunkrze","Martin Pollack","Ulrich Weinzierl"
"Śmierć w bunkrze","Martin Pollack","Andreas Breitenstein"
"Śmierć w bunkrze","Martin Pollack","Gabrielle von Arnim"
"Śmierć w bunkrze","Martin Pollack","Jak Strzałka"
"Śmierć w bunkrze","Martin Pollack","Piotr Kitrasiewicz"
"Śmierć w bunkrze","Martin Pollack","Zbigniew Bauer"
"Śmierć w Pont-Aven","Jean-Luc Bannalec","Hessischer Rundfunk"
"Śmierć w Pont-Aven","Jean-Luc Bannalec","Krimi-Couch.de"
"Śmierć w Pont-Aven","Jean-Luc Bannalec","„Frankfurter Allgemeine Zeitung”"
"Śmierć Żydów","Nadine Fresco","Jan T. Gross"
"Śmierć Żydów","Nadine Fresco","Jacek Leociak"
"Śmiertelni","Atul Gawande","Justyna Dąbrowska"
"Śmiertelni","Atul Gawande","„The Economic Times”"
"Śmiertelni","Atul Gawande","„Chicago Tribune”"
"Śmiertelni","Atul Gawande","„The Brooklyn Rail”"
"Śmiertelni","Atul Gawande","„The Washington Post”"
"Śmiertelni","Atul Gawande","SF Gates"
"Śmiertelni","Atul Gawande","The Financial Express"
"Śmiertelni","Atul Gawande","„The Boston Globe”"
"Śmiertelnie ciche miasto","Murong Xuecun","Sylwia Czubkowska"
"Śmiertelnie ciche miasto","Murong Xuecun","„Booklist”"
"Śmiertelnie ciche miasto","Murong Xuecun","„Financial Times”"
"Śmiertelnie ciche miasto","Murong Xuecun","„Kirkus Reviwes”"
"Śmiertelnie ciche miasto","Murong Xuecun","„Publishers Weekly”"
"Śmiertelnie ciche miasto","Murong Xuecun","„Foreword Reviews”"
"Świadectwo skazanych na śmierć ? sześćdziesiąt lat później","Pia-Kristina Garde","Michał Głowińsk"
"Świadek.","Lars Kepler","Giulia Mozzato, Wuz.it"
"Świadek.","Lars Kepler","Pier Mario Fasanotti, Mobydick"
"Świadek.","Lars Kepler","„Norrköpings Tidningar”"
"Świadek.","Lars Kepler","„Dagens Nyheter”"
"Świadek.","Lars Kepler","„Skånska Dagbladet”"
"Świadek.","Lars Kepler","„Barometern”"
"Światu nie mamy czego zazdrościć","Barbara Demick","Joanna Hosaniak, dyrektor ds. kampanii międzynarodowej Citizens’ Alliance for North Korean Human Rights"
"Światu nie mamy czego zazdrościć","Barbara Demick","The New York Times"
"Światu nie mamy czego zazdrościć","Barbara Demick","San Francisco Chronicle"
"Światu nie mamy czego zazdrościć","Barbara Demick","Publishers Weekly"
"Światy równoległe","Łukasz Lamża","prof. Magdalena Fikus"
"Światy równoległe","Łukasz Lamża","Agnieszka Senga Walędziak, czytelniczka"
"Święto nieważkości","Michał Tabaczyński","Paweł Próchniak"
"Święty Psychol","Johan Theorin","Katarina Gregersdotter"
"Święty Psychol","Johan Theorin","Monica G Engström"
"Święty Psychol","Johan Theorin","Karin Widegård"
"Święty Psychol","Johan Theorin","Gunilla Wedding"
"Święty Psychol","Johan Theorin","Johanna Bisterska, „VLT”"
"Świnia w Prowansji","Georgeanne Brennan","Robert Makłowicz"
"Świsty i pomruki","Lechosław Herz","Marek Grocholski, kwartalnik „Tatry”"
"Tajemnica","Jurij Andruchowycz","Bartosz Waglewski / Fisz"
"Tajemnica","Jurij Andruchowycz","Roman Kurkiewicz"
"Takie tam","Maciej Malicki","Maciej Malicki"
"Takie tam","Maciej Malicki","Agnieszka Wolny-Hamkało"
"Takie tam","Maciej Malicki","Dariusz Nowacki"
"Takie tam","Maciej Malicki","Justyna Sobolewska"
"Taksim","Andrzej Stasiuk","Paweł Gołoburda"
"Taksim","Andrzej Stasiuk","Bartosz Marzec"
"Taksim","Andrzej Stasiuk","Piotr Kofta"
"Taksim","Andrzej Stasiuk","Marek Zaleski"
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","Marcin Żyła, ""Tygodnik Powszechny"""
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","Michiko Kakutani, „The New York Times”"
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","Robin Yassin-Kassab, „The Guardian”"
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","„Kirkus Review”"
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","Elizabeth Hayford, „Library Journal”"
"Tamtego ranka, kiedy po nas przyszli","Janine di Giovanni","Elif Şhafak, „The Financial Times”"
"Tartak","Daniel Odija","Marek Radziwon"
"Tartak","Daniel Odija","Arleta Galant"
"Tartak","Daniel Odija","Magdalena Walusiak"
"Tartak","Daniel Odija","Rafał A. Ziemkiewicz"
"Tatuaż z tryzubem","Ziemowit Szczerek","Andrzej Stasiuk"
"Tatuaż z tryzubem","Ziemowit Szczerek","Serhij Żadan"
"Teatr ryb","John Gimlette","Christopher Ondaatje, „The Literary Review”"
"Teatr ryb","John Gimlette","„The Traveller”"
"Teatr ryb","John Gimlette","„The New York Times”"
"Tęczowe San Francisco","Alysia Abbott","Seth Lerer, „San Francisco Chronicle”"
"Tęczowe San Francisco","Alysia Abbott","Edmund White"
"Tęczowe San Francisco","Alysia Abbott","Andrew McCarthy"
"Tęczowe San Francisco","Alysia Abbott","Honor Moore"
"Tęczowe San Francisco","Alysia Abbott","Dani Shapiro"
"Tęczowe San Francisco","Alysia Abbott","Catherine Gilmore, „Library Journal”"
"Tęczowe San Francisco","Alysia Abbott","Tomasz Raczek"
"Telegram konsula Blooda","Gary J. Bass","Dexter Filkins, „The New York Times Book Review”"
"Telegram konsula Blooda","Gary J. Bass","„The Economist”"
"Telegram konsula Blooda","Gary J. Bass","„The Times Literary Supplement”"
"Telegram konsula Blooda","Gary J. Bass","Peter Baker, „The New York Times”"
"Telegram konsula Blooda","Gary J. Bass","„The Daily Star”"
"Teoria trutnia i inne","Anna Dziewit","Maciej Zaremba"
"Teoria trutnia i inne","Agnieszka Drotkiewicz","Maciej Zaremba"
"Tequila","Krzysztof Varga","Michał Cichy"
"Tequila","Krzysztof Varga","Dariusz Nowacki"
"Tequila Oil, czyli jak się zgubić w Meksyku","Hugh Thomson","Maciej Wasielewski"
"Tequila Oil, czyli jak się zgubić w Meksyku","Hugh Thomson","„BBC Top Gear Magazine”"
"Tequila Oil, czyli jak się zgubić w Meksyku","Hugh Thomson","Kathleen Wyatt"
"Tequila Oil, czyli jak się zgubić w Meksyku","Hugh Thomson","Martin Fletcher"
"Tequila Oil, czyli jak się zgubić w Meksyku","Hugh Thomson","„Wanderlust”"
"Teresa","Steve Sem-Sandberg","Dagens Nyheter"
"Teresa","Steve Sem-Sandberg","Sławomir Sierakowski"
"The Dom","Jan Błaszczak","Bartek Chaciński"
"Tłumacz z Darfuru","Daoud Hari","Konrad Gadera, Konflikty.pl"
"Tłumacz z Darfuru","Daoud Hari","„Newsweek”"
"Tłumacz z Darfuru","Daoud Hari","„The Washington Post Book World”"
"Tłumacz z Darfuru","Daoud Hari","„Entertainment Weekly”"
"Tłumacz z Darfuru","Daoud Hari","„GO Magazine”"
"Tłumacz z Darfuru","Daoud Hari","„Kirkus Review”"
"Tłumacz z Darfuru","Daoud Hari","„Booklist”"
"Toast za przodków","Wojciech Górecki","Hanna Krall"
"Toast za przodków","Wojciech Górecki","Jan Malicki"
"Toast za przodków","Wojciech Górecki","Maria Przełomiec"
"To jest wasze życie","Małgorzata Baranowska","Maja Komorowska"
"To jest wasz kraj, to jest mój kraj","Woody Guthrie","Filip Łobodziński"
"To jest wasz kraj, to jest mój kraj","Woody Guthrie","„The Nation”"
"To jest wasz kraj, to jest mój kraj","Woody Guthrie","„Library Journal”"
"To jest wasz kraj, to jest mój kraj","Woody Guthrie","„The Washington Post”"
"To nie są moje wielbłądy","Aleksandra Boćkowska","Joanna Bojańczyk"
"To nie są moje wielbłądy","Aleksandra Boćkowska","prof. Anna Sieradzka"
"To nie są moje wielbłądy","Aleksandra Boćkowska","Justyna Jaworska"
"Topografia pamięci","Martin Pollack","Adam Michnik, fragment laudacji z okazji przyznania Martinowi Pollackowi „Pióra Wolności”"
"To wszystko nie robi się samo","Aleksandra Boćkowska","Aleksandra Boćkowska"
"Tragedia na Przełęczy Diatłowa","Alice Lugen","Marta Guzowska"
"Tragedia wyzwolenia","Frank Dikötter","Anne Applebaum"
"Tragedia wyzwolenia","Frank Dikötter","„Kirkus”"
"Tragedia wyzwolenia","Frank Dikötter","„Financial Times”"
"Tragedia wyzwolenia","Frank Dikötter","„The Guardian”"
"Tragedia wyzwolenia","Frank Dikötter","„The Telegraph”"
"Tragedia wyzwolenia","Frank Dikötter","„Asian Review”"
"Tragedia wyzwolenia","Frank Dikötter","„The Economist”"
"Trans","Laura Jane Grace","Agata Pyzik"
"Trans","Laura Jane Grace","„Harper's Bazaar”"
"Trans","Laura Jane Grace","Joan Jett, Billboard's 100 Greatest Music Books of All Time"
"Trans","Laura Jane Grace","„Publishers Weekly”"
"Trans","Laura Jane Grace","The A.V. Club"
"Trans","Laura Jane Grace","„Esquire”"
"Trans","Dan Ozzi","Agata Pyzik"
"Trans","Dan Ozzi","„Harper's Bazaar”"
"Trans","Dan Ozzi","Joan Jett, Billboard's 100 Greatest Music Books of All Time"
"Trans","Dan Ozzi","„Publishers Weekly”"
"Trans","Dan Ozzi","The A.V. Club"
"Trans","Dan Ozzi","„Esquire”"
"Trudno powiedzieć","Łukasz Lamża","Karolina Lewestam"
"Trylobity","Breece D'J Pancake","Margaret Atwood"
"Trylobity","Breece D'J Pancake","Kurt Vonnegut w liście do Johna Caseya"
"Trylobity","Breece D'J Pancake","„The Wall Street Journal”"
"Trylobity","Breece D'J Pancake","Joyce Carol Oates"
"Trylogia kopenhaska","Tove Ditlevsen","Zyta Rudzka"
"Tu byli, tak stali","Gabriel Krauze","Douglas Stuart"
"Tu byli, tak stali","Gabriel Krauze","Jury Nagrody Bookera"
"Tu byli, tak stali","Gabriel Krauze","„Guardian”"
"Tu byli, tak stali","Gabriel Krauze","„The Times”"
"Tu byli, tak stali","Gabriel Krauze","„Vice”"
"Tu byli, tak stali","Gabriel Krauze","John Golby"
"Tu byli, tak stali","Gabriel Krauze","Cathy Rentzenbrink"
"Tu byli, tak stali","Gabriel Krauze","„Telegraph”"
"Tu byli, tak stali","Gabriel Krauze","Graeme Armstrong"
"Tu jest teraz twój dom","Marta Wroniszewska","Anna Krawczak, Interdyscyplinarny Zespół Badań nad Dzieciństwem UW"
"Tu mówi Polska","Cezary Łazarewicz","Marcin Kącki"
"Tuż obok","Wojciech Nowicki","Chris Niedenthal"
"Twarze tajfunu","Małgorzata Szumska","Bartek Sabela"
"Tygrys","John Vaillant","Bartek Sabela"
"Tygrys","John Vaillant","„The New York Times”"
"Tygrys","John Vaillant","„Independent”"
"Tygrys","John Vaillant","„Sunday Telegraph”"
"Tygrys","John Vaillant","„New York Times Book Review”"
"Tygrys","John Vaillant","„Daily Mail”"
"Tygrys","John Vaillant","„San Francisco Chronicle”"
"Tygrys","John Vaillant","„Washington Times”"
"Tygrys","John Vaillant","„Bookseller”"
"Tygrys","John Vaillant","National Public Radio"
"Tygrys","John Vaillant","„Publishers Weekly”"
"Tysiąc lat dobrych modlitw","Yiyun Li","Agnieszka Taborska"
"Tysiąc lat dobrych modlitw","Yiyun Li","The Washington Post Book Word"
"Tysiąc lat dobrych modlitw","Yiyun Li","The Times"
"Tysiąc lat dobrych modlitw","Yiyun Li","The New York Times Book Review"
"Tysiąc lat dobrych modlitw","Yiyun Li","Elle"
"Udawajmy, że to się nie wydarzyło","Jenny Lawson","Sylwia Chutnik"
"Udawajmy, że to się nie wydarzyło","Jenny Lawson","„Marie Claire”"
"Udawajmy, że to się nie wydarzyło","Jenny Lawson","„People”"
"Udawajmy, że to się nie wydarzyło","Jenny Lawson","„O, The Oprah Magazine”"
"Udawajmy, że to się nie wydarzyło","Jenny Lawson","Neil Gaiman, pisarz, autor bestsellerów na liście „New York Timesa”"
"Uderzenie w czerń","Pin Ho","Maria Kruczkowska"
"Uderzenie w czerń","Wenguang Huang","Maria Kruczkowska"
"UGI","Mirosław Tomaszewski","Jarosław Klejnocki"
"UGI","Mirosław Tomaszewski","Tomasz Piątek"
"UGI","Mirosław Tomaszewski","Mirosław Tomaszewski"
"Ugrofińska wampirzyca","Noémi Szécsi","Agnieszka Wolny-Hamkało"
"Ugrofińska wampirzyca","Noémi Szécsi","Grzegorz Olszański"
"Ulica","Daniel Odija","Jerzy Jarzębski"
"Ulica","Daniel Odija","Piotr Bratkowski"
"Ulica","Daniel Odija","Andrzej Stasiuk"
"Ulica","Daniel Odija","Paweł Dunin-Wąsowicz"
"Ulica","Daniel Odija","Jacek Suchecki"
"Ulica mnie woła","Beata Szady","Aleksandra Łojek"
"Ulica mnie woła","Beata Szady","Urszula Glensk"
"Ulica mnie woła","Beata Szady","Maciej Wasielewski"
"Ulica Wiecznej Szczęśliwości","Rob Schmitz","Karolina Bednarz"
"Ulica Wiecznej Szczęśliwości","Rob Schmitz","Peter Hessler"
"Ulica Wiecznej Szczęśliwości","Rob Schmitz","„Kirkus Reviews”"
"Ulica Wiecznej Szczęśliwości","Rob Schmitz","„Booklist”"
"Umarł mi","Inga Iwasiów","Andrzej Franaszek"
"Umierający Europejczycy","Karl-Markus Gauß","Ulrich Weinzierl"
"Umierający Europejczycy","Karl-Markus Gauß","Robert Streibl"
"Umierający Europejczycy","Karl-Markus Gauß","Andreas Nentwich"
"Umierający Europejczycy","Karl-Markus Gauß","Alois Woldan"
"Umysł kruka","Bernd Heinrich","Adam Wajrak"
"Umysł kruka","Bernd Heinrich","George Cohen, „Booklist”"
"Umysł kruka","Bernd Heinrich","David Quammen, „New York Times Book Review”"
"Umysł kruka","Bernd Heinrich","„Library Journal”"
"U nas każdy jest prorokiem","Bartosz Panek","Paweł Smoleński"
"Upojony chorobą","Anatole Broyard","Oliver Sacks"
"Upojony chorobą","Anatole Broyard","Publishers Weekly"
"Upojony chorobą","Anatole Broyard","Małgorzata Baranowska"
"Uprawa roślin południowych metodą Miczurina","Weronika Murek","Dariusz Nowacki"
"Uprzątnięte morze, wynajęte skarpety i pani Masło","Aglaja Veteranyi","Natasza Goerke"
"Uprzątnięte morze, wynajęte skarpety i pani Masło","Aglaja Veteranyi","Agnieszka Wolny-Hamkało"
"Uprzątnięte morze, wynajęte skarpety i pani Masło","Aglaja Veteranyi","Magazyn Literacki Książki"
"Uprzątnięte morze, wynajęte skarpety i pani Masło","Aglaja Veteranyi","Grzegorz Uzdański"
"Urobieni","Marek Szymaniak","Rafał Woś, „Polityka”"
"Urodziłem się pewnego błękitnego dnia","Daniel Tammet","„Daily Mail”"
"Urodziłem się pewnego błękitnego dnia","Daniel Tammet","ABC News"
"Usługa czysto platoniczna","Oktawia Kromer","Ewa Wieczorek, redaktorka naczelna „Wysokich Obcasów Extra”"
"Uśmiech Pol Pota","Peter Fröberg Idling","Dagbladet"
"Uśmiech Pol Pota","Peter Fröberg Idling","Potemkinreisen"
"Uśmiech Pol Pota","Peter Fröberg Idling","Dagens Næringsliv"
"Uśmiech Pol Pota","Peter Fröberg Idling","Bergensavisen"
"Uśmiech Pol Pota","Peter Fröberg Idling","Studvest"
"Uśmiech Pol Pota","Peter Fröberg Idling","Adresseavisen"
"Uśpione","Anthony Passeron","Annie Ernaux"
"Uśpione","Anthony Passeron","Piotr Kieżun"
"Uśpione","Anthony Passeron","„Livres Hebdo”"
"Uśpione","Anthony Passeron","„Magazine Lire”"
"Uśpione","Anthony Passeron","„Le Monde”"
"Utracone serce Azji","Colin Thubron","Wojciech Górecki"
"Utracone serce Azji","Colin Thubron","Washington Post Book World"
"Uwierz w Plan","Will Sommer","Bartosz Hlebowicz"
"Uwierz w Plan","Will Sommer","„New York Times”"
"Uwierz w Plan","Will Sommer","Molly Jong-Fast, „The Atlantic”"
"Uwierz w Plan","Will Sommer","Chris Cillizza, CNN"
"Uwierz w Plan","Will Sommer","Garrett Graff"
"Uwierz w Plan","Will Sommer","„The Guardian”"
"Uwierz w Plan","Will Sommer","„Booklist”"
"Via Carpatia","Ziemowit Szczerek","Ziemowit Szczerek"
"Via Carpatia","Ziemowit Szczerek","Dominik Héjj, kropka.hu"
"Wagon Rosja","Natalia Kluczariowa","Roman Kurkiewicz"
"Wagon Rosja","Natalia Kluczariowa","Igor Stokfiszewski"
"Walentynka","Elizabeth Wetmore","Monika Ochędowska"
"Walentynka","Elizabeth Wetmore","Chris Offutt"
"Walentynka","Elizabeth Wetmore","Mary Beth Keane"
"Walentynka","Elizabeth Wetmore","Jeanine Cummins"
"Walentynka","Elizabeth Wetmore","Bryn Chancellor"
"Wampir","Wojciech Chmielarz","Wojciech Orliński"
"Wampir","Wojciech Chmielarz","Paweł Smoleński"
"Wanna z kolumnadą","Filip Springer","Piotr Sarzyński, „Polityka”"
"Wanna z kolumnadą","Filip Springer","Joanna Mytkowska, dyrektor Muzeum Sztuki Nowoczesnej w Warszawie"
"Warszawskie wersety","Michał Sufin","Justyna Jaworska"
"Warszawskie wersety","Michał Sufin","Dariusz Nowacki"
"Wasilewska","Piotr Lipiński","Piotr Lipiński"
"Wąż i tęcza","Wade Davis","Mateusz Marczewski"
"W ciemnej dolinie","Robert Kolker","Katarzyna Szczerbowska"
"W ciemnej dolinie","Robert Kolker","Sam Dolnick, „The New York Times Book Review”"
"W ciemnej dolinie","Robert Kolker","David Grann"
"W ciemnej dolinie","Robert Kolker","Andrew Solomon"
"W ciemnej dolinie","Robert Kolker","Susannah Calahan"
"W ciemnej dolinie","Robert Kolker","Richard J. McNally, „Wall Street Journal”"
"W ciemnej dolinie","Robert Kolker","Sylvia Nasar"
"W ciemnej dolinie","Robert Kolker","Rachel Simon"
"W ciemnej dolinie","Robert Kolker","„Booklist”"
"W ciemnej dolinie","Robert Kolker","„Kirkus”"
"W cieniu Europy","Robert D. Kaplan","Wojciech Jagielski"
"W cieniu Europy","Robert D. Kaplan","Jerzy Haszczyński"
"W cieniu Europy","Robert D. Kaplan","Charles King"
"W cieniu Europy","Robert D. Kaplan","Robert Legvold, „Foreign Affairs”"
"W cieniu Europy","Robert D. Kaplan","„Kirkus Review”"
"W cieniu Europy","Robert D. Kaplan","Cristian Lupsa, „Star Tribune”"
"W cieniu Gran Sasso","Piotr Kępiński","Francesco M. Cataluccio"
"Wczesne smutki","Danilo Kiš","Andrzej Stasiuk"
"Wczesne smutki","Danilo Kiš","Maciej Kaczyński"
"Wczesne smutki","Danilo Kiš","Marta Cuber"
"Wczesne smutki","Danilo Kiš","Agnieszka Wolny-Hamkało"
"Wczesne życie","Małgorzata Nocuń","Justyna Bargielska"
"Wczesne życie","Małgorzata Nocuń","Maja Ostaszewska"
"Wędrówka tusz","Bartek Sabela","Marcin Kącki"
"Wędrowny sokół","Jamil Ahmad","Rafał Bryndal"
"Wędrowny sokół","Jamil Ahmad","„The Sunday Times”"
"Wędrowny sokół","Jamil Ahmad","„The Times Literary Supplement”"
"Wędrowny sokół","Jamil Ahmad","„The Independent”"
"Wędrowny sokół","Jamil Ahmad","Jeremy Paxman"
"Wędrowny sokół","Jamil Ahmad","„The Financial Times”"
"Wędrowny sokół","Jamil Ahmad","„The Pakistan Daily Times”"
"Wędrowny sokół","Jamil Ahmad","„The Economist”"
"Wędrowny sokół","Jamil Ahmad","„The Observer”"
"Wędrowny sokół","Jamil Ahmad","Mohsin Hamid"
"Wędrowny sokół","Jamil Ahmad","„The Times”"
"Wędrowny sokół","Jamil Ahmad","„The Guardian”"
"Wędrowny sokół","Jamil Ahmad","„The Metro”"
"Wędrowny zakład fotograficzny","Agnieszka Pajączkowska","Agnieszka Obszańska, Program 3 Polskiego Radia"
"Wędrowny zakład fotograficzny","Agnieszka Pajączkowska","Aldona Łaniewska-Wołłk, Program 2 Polskiego Radia"
"Wędrowny zakład fotograficzny","Agnieszka Pajączkowska","Kamila Nicpoń, czytelniczka"
"Wenus bez futra","Sasza Różycka","Paulina Holtz"
"Wenus bez futra","Sasza Różycka","Joanna Osyda"
"W gąszczu metropolii","Karl-Markus Gauß","Aleksander Kaczorowski"
"W gąszczu metropolii","Karl-Markus Gauß","Martin Pollack"
"W gazetach tego nie napiszą","Taras Prochaśko","Roman Kurkiewicz"
"W gazetach tego nie napiszą","Taras Prochaśko","Paweł Sulik, TOK FM"
"Wiara","Anna Kańtoch","Łukasz Orbitowski"
"Widziałem ją tej nocy","Drago Jančar","Piotr Kofta"
"Widziałem ją tej nocy","Drago Jančar","Justyna Sobolewska"
"Widzialny świat","Mark Slouka","The Washington Post"
"Widzialny świat","Mark Slouka","The Seattle Times"
"Widzialny świat","Mark Slouka","The Independent"
"Widzialny świat","Mark Slouka","The Irish Times"
"Widzialny świat","Mark Slouka","Collum McCann"
"Widzialny świat","Mark Slouka","Piotr Kofta"
"Wieczne życie","Bernd Heinrich","Bernd Heinrich, „The New York Times”"
"Wieczne życie","Bernd Heinrich","„Kirkus Reviews”"
"Wieczny początek","Beata Szady","Włodzimierz Nowak"
"Wieje szarkijja","Paweł Smoleński","Patrycja Sasnal"
"Wiele tytułów","Ryszard Koziołek","Marek Bieńczyk"
"Wielkanoc z tygrysem","Darek Foks","Jerzy Jarniewicz"
"Wielkanoc z tygrysem","Darek Foks","Michał Witkowski"
"Wielkanoc z tygrysem","Darek Foks","Joanna Orska"
"Wielka odmowa","Dariusz Rosiak","Aleksander Kaczorowski"
"Wielki bazar kolejowy","Paul Theroux","Max Cegielski"
"Wielki głód","Frank Dikötter","„The Economist”"
"Wielki głód","Frank Dikötter","„The Sunday Times”"
"Wielki głód","Frank Dikötter","„The Independent”"
"Wielki głód","Frank Dikötter","„Evening Standard”"
"Wielki głód","Frank Dikötter","„Daily Express”"
"Wielki głód","Frank Dikötter","„The New York Review of Books”"
"Wielki głód","Frank Dikötter","„New Statesman”"
"Wielki głód","Frank Dikötter","„The Times”"
"Wielki głód","Frank Dikötter","„Metro”"
"Wielki głód","Frank Dikötter","Jasper Becker"
"Wielki głód","Frank Dikötter","„The New Yorker”"
"Wielki głód","Frank Dikötter","S. S. Montefiore"
"Wielki głód","Frank Dikötter","„Kirkus Review”"
"Wielki głód","Frank Dikötter","„Publishers Weekly”"
"Wielki głód","Frank Dikötter","„Taipei Times”"
"Wieloryb, czyli przypadek obiektywny","Agnieszka Taborska","Jan Gondowicz"
"Wieloryb, czyli przypadek obiektywny","Agnieszka Taborska","Marek Zaleski"
"Wieloryb, czyli przypadek obiektywny","Agnieszka Taborska","Michał Paweł Markowski"
"Wieloryb, czyli przypadek obiektywny","Agnieszka Taborska","Natasza Goerke"
"Wierny przyjaciel","Kjell Ola Dahl","„NRK”"
"Wierzyć i niszczyć","Christian Ingrao","Prof. Paweł Śpiewak"
"Wierzyć i niszczyć","Christian Ingrao","Geoffrey Eley, Uniwersytet Michigan"
"Wierzyć i niszczyć","Christian Ingrao","Richard Evans, Uniwersytet Cambridge"
"Wierzyć i niszczyć","Christian Ingrao","„The Wall Street Journal”"
"Wieża Eiffla nad Piną","Agnieszka Rybak","Dariusz Rosiak"
"Wieża Eiffla nad Piną","Anna Smółka","Dariusz Rosiak"
"Więzień Putina","Michaił Chodorkowski","Wacław Radziwinowicz"
"Więzień Putina","Michaił Chodorkowski","Kłarisa Pulson"
"Więzień Putina","Michaił Chodorkowski","Siergiej Kuzniecow"
"Więzień Putina","Michaił Chodorkowski","Ilja Jaszyn"
"Więzień Putina","Natalia Gieworkian","Wacław Radziwinowicz"
"Więzień Putina","Natalia Gieworkian","Kłarisa Pulson"
"Więzień Putina","Natalia Gieworkian","Siergiej Kuzniecow"
"Więzień Putina","Natalia Gieworkian","Ilja Jaszyn"
"Więźniarki","Drauzio Varella","Ola Salwa"
"Więzy krwi","Jean Hatzfeld","Adam Szostkiewicz, „Polityka”"
"Więzy krwi","Jean Hatzfeld","Macha Séry, „Le Monde des Livres”"
"Więzy krwi","Jean Hatzfeld","Marie-Laure Delorme, „Le Journal du Dimanche”"
